id_client,age,sexe,anciennete_mois,type_forfait,qualite_reseau,service_client,rapport_qualite_prix,couverture_reseau,satisfaction_globale,score_nps,intention_depart
397,29,Homme,44,Prépayé Basic,4,4.0,3,4,4,7,0
398,38,Femme,87,Prépayé Basic,4,4.0,4,5,4,6,0
399,23,Femme,25,Prépayé Basic,2,4.0,3,2,3,5,0
400,30,Homme,55,Prépayé Plus,2,4.0,4,3,3,4,1
401,26,Homme,78,Postpayé Premium,5,5.0,5,5,5,8,0
402,34,Homme,44,Prépayé Basic,4,4.0,4,5,4,6,0
403,25,Femme,64,Prépayé Plus,2,3.0,4,4,3,5,0
404,43,Homme,1,Postpayé Premium,2,3.0,3,4,3,6,0
405,21,Femme,19,Prépayé Basic,2,2.0,2,2,2,5,1
406,57,Femme,67,Postpayé Premium,3,2.0,2,3,2,3,1
407,54,Femme,9,Prépayé Basic,3,2.0,1,4,2,3,1
408,63,Femme,57,Postpayé Premium,2,4.0,2,4,4,6,0
409,24,Homme,47,Prépayé Plus,3,3.0,1,2,2,2,1
410,47,Femme,76,Prépayé Plus,3,4.0,3,3,3,7,1
411,30,Homme,63,Postpayé Standard,4,3.0,5,5,5,8,0
412,46,Homme,74,Postpayé Standard,5,5.0,4,3,4,8,0
413,61,Femme,65,Postpayé Premium,3,2.0,3,3,3,6,0
414,42,Homme,69,Prépayé Basic,2,1.0,2,2,2,2,1
415,27,Femme,63,Prépayé Basic,5,5.0,4,3,5,10,0
416,62,Homme,66,Prépayé Plus,1,1.0,2,1,1,1,1
417,60,Femme,43,Prépayé Basic,4,3.0,4,5,4,6,0
418,31,Femme,42,Postpayé Standard,5,4.0,4,5,4,6,0
419,19,Homme,2,Prépayé Basic,4,5.0,5,4,4,9,0
420,54,Femme,9,Postpayé Standard,4,5.0,4,3,3,7,1
421,19,Femme,75,Prépayé Basic,5,5.0,5,4,5,10,0
422,19,Femme,72,Postpayé Premium,5,5.0,4,4,4,8,0
423,33,Femme,42,Prépayé Basic,3,3.0,3,5,3,7,0
424,37,Homme,22,Prépayé Plus,3,,5,4,4,6,0
425,29,Homme,49,Postpayé Premium,5,5.0,5,5,5,10,0
426,22,Femme,62,Prépayé Plus,3,3.0,4,3,4,6,0
427,36,Femme,45,Prépayé Basic,3,4.0,3,3,4,8,0
428,61,Homme,88,Prépayé Plus,5,5.0,4,5,5,9,0
429,64,Homme,31,Prépayé Plus,5,5.0,5,5,5,9,0
430,51,Femme,6,Postpayé Premium,4,3.0,4,4,4,8,0
431,33,Femme,53,Prépayé Plus,4,3.0,4,2,3,5,0
432,43,Homme,72,Postpayé Standard,4,3.0,5,4,4,8,0
433,38,Homme,17,Prépayé Basic,3,3.0,4,4,3,3,0
434,21,Homme,56,Prépayé Basic,4,4.0,4,5,4,8,0
435,32,Homme,92,Postpayé Standard,4,3.0,4,3,4,6,0
436,54,Homme,94,Postpayé Premium,4,5.0,5,5,5,10,0
437,35,Femme,10,Prépayé Basic,2,3.0,2,1,2,3,1
438,63,Femme,13,Postpayé Premium,1,3.0,2,2,2,3,1
439,54,Femme,57,Prépayé Plus,4,3.0,4,3,3,6,0
440,43,Homme,9,Prépayé Plus,4,4.0,3,4,4,6,0
441,23,Homme,14,Prépayé Basic,2,3.0,2,2,3,6,0
442,30,Homme,90,Prépayé Plus,4,4.0,3,3,3,5,0
443,40,Femme,67,Prépayé Plus,1,3.0,2,1,1,2,1
444,32,Femme,23,Prépayé Basic,3,2.0,4,3,3,6,0
445,33,Homme,38,Postpayé Standard,5,4.0,5,5,5,8,0
446,29,Homme,81,Postpayé Standard,3,4.0,3,2,3,4,1
447,29,Femme,56,Postpayé Standard,4,2.0,3,3,4,6,0
448,36,Homme,44,Prépayé Plus,3,3.0,3,4,3,6,0
449,41,Femme,61,Postpayé Standard,3,4.0,4,2,4,7,0
450,51,Femme,57,Prépayé Basic,2,2.0,2,2,2,5,1
451,30,Femme,69,Prépayé Plus,4,4.0,5,4,4,6,0
452,39,Femme,89,Prépayé Basic,3,3.0,3,3,3,3,0
453,34,Homme,74,Prépayé Basic,4,4.0,4,4,4,6,0
454,50,Homme,37,Prépayé Plus,3,2.0,3,3,2,5,1
455,26,Femme,16,Postpayé Premium,4,3.0,4,4,4,8,0
456,47,Femme,24,Prépayé Basic,4,3.0,2,4,3,5,0
457,34,Femme,53,Postpayé Premium,5,5.0,3,4,4,7,0
458,34,Femme,88,Prépayé Plus,4,3.0,4,4,4,6,0
459,20,Femme,17,Postpayé Standard,2,3.0,3,3,3,6,0
460,48,Femme,57,Postpayé Standard,5,5.0,3,5,5,7,0
461,22,Femme,90,Prépayé Plus,5,3.0,4,3,4,7,0
462,57,Femme,55,Prépayé Plus,4,3.0,4,4,3,5,0
463,44,Femme,15,Prépayé Plus,3,2.0,3,2,3,6,1
464,44,Femme,27,Postpayé Premium,2,3.0,2,2,2,2,1
465,48,Femme,66,Postpayé Standard,4,5.0,4,5,4,4,0
466,48,Homme,52,Postpayé Premium,2,2.0,3,4,2,2,1
467,42,Homme,33,Postpayé Standard,3,2.0,3,1,2,5,1
468,51,Homme,20,Postpayé Standard,2,3.0,3,4,3,4,0
469,32,Femme,32,Prépayé Basic,4,4.0,4,4,4,5,0
470,64,Femme,13,Prépayé Basic,2,1.0,1,2,2,4,1
471,46,Femme,70,Postpayé Standard,3,3.0,3,4,4,6,0
472,42,Femme,76,Prépayé Plus,4,5.0,3,5,4,7,0
473,45,Femme,27,Postpayé Premium,4,4.0,5,4,4,7,0
474,49,Homme,48,Postpayé Premium,3,4.0,4,5,4,3,0
475,32,Homme,23,Prépayé Basic,4,3.0,4,4,4,7,0
476,36,Femme,16,Postpayé Premium,3,4.0,3,3,3,5,0
477,61,Femme,48,Postpayé Premium,3,2.0,2,2,3,5,1
478,22,Homme,23,Prépayé Basic,3,4.0,4,4,4,7,0
479,35,Homme,84,Postpayé Standard,2,1.0,3,3,2,3,1
480,62,Femme,13,Prépayé Plus,4,5.0,3,4,4,7,0
481,64,Femme,78,Prépayé Basic,3,2.0,2,2,3,7,0
482,31,Femme,81,Postpayé Standard,2,3.0,2,3,2,6,1
483,22,Homme,79,Prépayé Basic,2,2.0,1,1,2,4,1
484,48,Homme,3,Prépayé Plus,4,4.0,3,5,4,8,0
485,60,Femme,76,Prépayé Basic,5,5.0,5,4,5,9,0
486,61,Femme,50,Prépayé Plus,3,4.0,2,1,3,6,1
487,25,Homme,50,Postpayé Premium,1,1.0,2,2,1,1,1
488,59,Homme,46,Prépayé Plus,3,4.0,3,4,3,6,0
489,63,Femme,68,Postpayé Premium,4,5.0,5,3,4,6,0
490,47,Homme,38,Prépayé Basic,3,2.0,3,4,3,5,0
491,20,Femme,64,Prépayé Basic,2,2.0,3,3,3,4,0
492,63,Homme,52,Prépayé Plus,5,5.0,4,5,5,10,0
493,59,Homme,18,Postpayé Premium,3,4.0,4,4,4,8,0
494,38,Homme,85,Postpayé Premium,3,5.0,3,2,3,7,1
495,41,Femme,28,Prépayé Plus,4,5.0,5,5,5,10,0
496,38,Homme,15,Prépayé Basic,4,4.0,4,4,4,7,0
497,37,Femme,42,Postpayé Standard,1,1.0,2,2,2,3,1
498,56,Homme,39,Prépayé Plus,4,5.0,3,4,4,7,0
499,42,Homme,80,Postpayé Standard,3,3.0,3,3,3,4,0
500,38,Femme,11,Postpayé Premium,3,3.0,3,2,2,2,1
501,57,Femme,61,Prépayé Basic,5,4.0,3,3,4,5,0
502,20,Femme,22,Prépayé Basic,2,3.0,3,1,2,4,1
503,25,Femme,66,Postpayé Standard,3,3.0,2,2,3,4,0
504,51,Femme,4,Prépayé Basic,2,2.0,2,2,2,3,1
505,31,Femme,77,Postpayé Standard,2,3.0,2,3,2,1,1
506,39,Homme,89,Prépayé Basic,3,3.0,3,3,3,6,0
507,49,Femme,31,Postpayé Standard,3,1.0,2,3,2,2,1
508,44,Homme,67,Prépayé Basic,5,4.0,4,4,4,6,0
509,43,Femme,72,Postpayé Premium,3,3.0,3,3,3,3,1
510,59,Femme,76,Prépayé Basic,4,3.0,5,4,4,6,0
511,56,Homme,58,Postpayé Premium,3,3.0,3,3,3,5,0
512,25,Homme,70,Prépayé Basic,4,3.0,3,3,3,6,0
513,58,Femme,86,Prépayé Plus,3,3.0,3,4,3,5,0
514,42,Homme,27,Postpayé Premium,3,2.0,2,1,2,5,1
515,19,Homme,34,Prépayé Basic,5,4.0,4,4,4,6,0
516,24,Femme,35,Prépayé Basic,5,5.0,5,5,5,10,0
517,33,Femme,33,Postpayé Standard,4,2.0,3,3,3,7,0
518,22,Femme,27,Postpayé Standard,5,5.0,5,5,5,9,0
519,42,Homme,13,Postpayé Standard,4,4.0,3,3,3,4,0
520,23,Femme,33,Postpayé Premium,3,4.0,4,4,4,6,0
521,31,Homme,77,Prépayé Basic,4,4.0,5,3,4,9,0
522,38,Femme,91,Postpayé Standard,5,4.0,4,4,4,6,0
523,31,Homme,38,Postpayé Standard,1,,2,2,2,3,1
524,52,Homme,82,Postpayé Standard,4,3.0,4,3,4,5,0
525,63,Femme,13,Prépayé Plus,4,4.0,4,4,4,8,0
526,64,Homme,7,Prépayé Basic,5,4.0,4,5,5,9,0
527,48,Homme,84,Prépayé Plus,2,3.0,2,1,2,5,1
528,20,Femme,84,Prépayé Basic,4,4.0,3,3,3,4,0
529,46,Homme,95,Prépayé Basic,4,3.0,4,2,3,5,0
530,27,Homme,65,Prépayé Basic,3,3.0,2,3,3,7,1
531,32,Femme,41,Prépayé Basic,3,3.0,4,4,4,6,0
532,37,Homme,44,Postpayé Premium,2,2.0,2,1,2,3,1
533,23,Homme,95,Prépayé Basic,2,4.0,4,4,3,6,0
534,52,Femme,47,Postpayé Premium,3,2.0,3,3,3,5,1
535,34,Homme,18,Postpayé Standard,3,4.0,2,2,3,3,0
536,19,Homme,88,Prépayé Plus,3,3.0,2,3,3,4,1
537,57,Homme,21,Prépayé Basic,3,2.0,2,1,2,7,1
538,25,Homme,72,Prépayé Plus,4,5.0,4,4,4,6,0
539,26,Homme,35,Postpayé Standard,4,4.0,4,4,4,9,0
540,61,Femme,81,Prépayé Basic,3,3.0,2,3,2,4,1
541,25,Femme,55,Prépayé Basic,2,3.0,3,3,3,6,1
542,46,Femme,33,Postpayé Premium,4,3.0,3,3,3,5,1
543,63,Femme,27,Prépayé Plus,5,4.0,5,4,4,8,0
544,31,Femme,8,Prépayé Basic,2,1.0,1,2,1,3,1
545,36,Femme,94,Postpayé Standard,2,3.0,2,1,2,5,1
546,56,Femme,24,Prépayé Plus,4,3.0,3,4,3,6,0
547,38,Femme,46,Prépayé Plus,4,,3,4,4,7,0
548,47,Femme,3,Postpayé Premium,3,2.0,2,3,2,4,1
549,30,Homme,69,Postpayé Standard,4,4.0,5,3,4,8,0
550,39,Homme,13,Prépayé Basic,5,5.0,4,5,4,7,0
551,34,Femme,63,Postpayé Standard,3,3.0,3,3,3,7,0
552,32,Homme,44,Prépayé Basic,5,5.0,5,5,5,10,0
553,18,Homme,75,Prépayé Basic,3,3.0,3,4,3,5,0
554,38,Femme,51,Postpayé Standard,3,3.0,3,3,3,6,0
555,64,Femme,82,Postpayé Premium,5,5.0,5,5,5,9,0
556,27,Homme,70,Postpayé Premium,4,3.0,3,4,3,5,0
557,28,Femme,67,Prépayé Basic,5,5.0,5,5,5,9,0
558,52,Femme,80,Postpayé Standard,3,4.0,4,4,4,8,0
559,64,Homme,25,Prépayé Basic,3,3.0,2,3,3,6,0
560,60,Femme,38,Postpayé Premium,3,3.0,3,3,3,4,0
561,54,Femme,71,Prépayé Basic,3,4.0,3,3,3,5,0
562,33,Femme,72,Prépayé Basic,3,4.0,3,4,3,5,0
563,43,Femme,71,Prépayé Basic,5,5.0,4,4,5,8,0
564,49,Femme,94,Prépayé Basic,3,4.0,3,3,3,4,1
565,48,Femme,46,Postpayé Premium,3,3.0,2,2,2,6,1
566,20,Femme,35,Prépayé Basic,4,5.0,3,3,4,7,0
567,19,Femme,75,Prépayé Basic,4,4.0,5,5,5,9,0
568,49,Femme,57,Postpayé Premium,2,4.0,4,3,3,6,0
569,32,Femme,86,Prépayé Plus,2,3.0,2,2,3,5,0
570,55,Femme,17,Postpayé Standard,4,5.0,3,3,3,6,0
571,54,Femme,12,Prépayé Basic,4,5.0,3,4,4,7,0
572,23,Femme,36,Postpayé Premium,5,4.0,2,4,3,7,0
573,19,Homme,56,Prépayé Plus,3,3.0,3,3,3,8,0
574,50,Homme,27,Prépayé Plus,4,2.0,3,5,4,7,0
575,58,Homme,2,Prépayé Basic,3,3.0,4,4,3,6,1
576,25,Femme,42,Postpayé Premium,3,2.0,3,3,3,6,1
577,46,Homme,14,Postpayé Premium,5,5.0,5,4,5,8,0
578,58,Homme,58,Postpayé Standard,4,3.0,3,3,4,8,0
579,48,Femme,55,Prépayé Plus,2,3.0,2,2,2,5,1
580,36,Homme,15,Postpayé Standard,3,2.0,3,3,2,4,1
581,53,Femme,87,Prépayé Basic,4,3.0,5,5,4,7,0
582,63,Homme,9,Prépayé Plus,4,3.0,4,4,3,6,1
583,42,Femme,17,Postpayé Premium,4,3.0,4,3,3,4,0
584,27,Femme,55,Prépayé Plus,5,3.0,3,3,4,7,0
585,46,Homme,68,Prépayé Basic,4,5.0,4,4,4,8,0
586,40,Femme,41,Prépayé Basic,4,5.0,2,5,4,7,0
587,36,Femme,3,Postpayé Premium,3,4.0,3,5,4,8,0
588,51,Homme,73,Postpayé Standard,5,5.0,5,5,5,10,0
589,33,Femme,53,Postpayé Standard,4,4.0,4,5,4,7,0
590,48,Homme,17,Postpayé Premium,3,3.0,3,4,3,5,0
591,26,Homme,2,Prépayé Basic,5,5.0,5,3,4,9,0
592,41,Femme,52,Prépayé Basic,3,3.0,4,2,3,4,0
593,29,Femme,73,Prépayé Basic,2,1.0,2,3,2,3,1
594,46,Femme,56,Postpayé Standard,3,3.0,2,3,3,5,1
595,62,Homme,93,Postpayé Standard,2,2.0,2,3,2,3,1
596,60,Homme,5,Postpayé Standard,3,2.0,2,5,4,6,0
597,25,Femme,62,Prépayé Basic,1,2.0,2,3,2,3,1
598,28,Femme,26,Prépayé Plus,3,3.0,4,4,3,6,1
599,28,Homme,5,Prépayé Basic,3,2.0,2,2,2,5,1
600,54,Homme,8,Prépayé Basic,3,2.0,3,3,2,6,1
601,20,Homme,80,Postpayé Premium,3,4.0,4,4,3,4,0
602,29,Homme,71,Prépayé Basic,4,4.0,5,5,4,8,0
603,23,Homme,21,Postpayé Standard,3,3.0,4,4,4,7,0
604,52,Homme,62,Prépayé Plus,3,4.0,5,3,4,7,0
605,51,Femme,95,Postpayé Standard,2,1.0,2,1,2,2,1
606,40,Femme,93,Postpayé Standard,3,3.0,1,2,2,4,1
607,57,Homme,91,Postpayé Standard,4,4.0,4,4,4,8,0
608,28,Homme,14,Postpayé Standard,3,3.0,2,1,2,4,1
609,52,Femme,45,Postpayé Standard,2,3.0,3,2,3,7,1
610,56,Homme,18,Prépayé Basic,4,4.0,3,5,4,5,0
611,48,Homme,5,Prépayé Plus,3,3.0,3,3,3,5,1
612,30,Femme,72,Prépayé Plus,4,2.0,3,2,3,5,0
613,32,Femme,21,Postpayé Premium,5,3.0,4,2,4,8,0
614,32,Homme,22,Prépayé Basic,5,5.0,4,3,4,8,0
615,29,Homme,80,Prépayé Plus,3,3.0,2,4,3,5,1
616,59,Femme,80,Postpayé Standard,3,3.0,3,3,3,5,1
617,44,Femme,50,Prépayé Basic,4,4.0,4,4,5,9,0
618,25,Homme,13,Postpayé Standard,4,4.0,4,3,3,5,0
619,18,Femme,85,Prépayé Basic,3,,5,4,4,9,0
620,49,Femme,3,Postpayé Premium,3,4.0,3,4,3,6,1
621,45,Homme,63,Prépayé Basic,2,1.0,1,1,1,0,1
622,61,Homme,44,Prépayé Basic,2,4.0,4,4,3,6,1
623,31,Femme,42,Prépayé Basic,4,5.0,4,5,5,9,0
624,31,Femme,31,Prépayé Basic,4,4.0,4,4,4,7,0
625,44,Homme,43,Prépayé Plus,3,3.0,3,3,3,4,0
626,24,Femme,74,Prépayé Plus,3,2.0,3,3,3,7,0
627,48,Homme,14,Prépayé Plus,4,2.0,4,4,4,7,0
628,48,Homme,7,Postpayé Standard,4,4.0,3,3,3,5,0
629,19,Femme,36,Postpayé Premium,5,5.0,3,4,4,6,0
630,20,Homme,87,Postpayé Standard,4,4.0,4,3,4,7,0
631,62,Femme,39,Postpayé Premium,2,2.0,2,4,2,4,1
632,43,Homme,74,Prépayé Plus,5,5.0,4,5,4,5,0
633,42,Femme,78,Postpayé Premium,2,2.0,2,3,2,4,1
634,56,Homme,54,Postpayé Standard,3,2.0,2,3,2,1,1
635,51,Homme,22,Postpayé Standard,3,4.0,4,4,4,9,0
636,40,Femme,95,Postpayé Standard,5,5.0,5,4,5,8,0
637,44,Homme,14,Prépayé Basic,3,4.0,3,3,3,5,0
638,48,Homme,19,Postpayé Standard,3,3.0,3,2,3,5,0
639,26,Femme,49,Postpayé Standard,3,2.0,3,5,3,5,0
640,32,Femme,74,Prépayé Plus,3,4.0,2,3,3,5,0
641,56,Homme,59,Postpayé Standard,4,4.0,4,5,4,9,0
642,63,Femme,32,Prépayé Basic,1,3.0,2,1,2,2,1
643,48,Homme,92,Postpayé Standard,5,5.0,4,4,5,7,0
644,45,Homme,92,Prépayé Plus,3,2.0,3,3,3,6,1
645,37,Homme,9,Prépayé Plus,4,2.0,3,2,3,7,0
646,53,Femme,24,Prépayé Basic,1,2.0,2,2,1,2,1
647,46,Femme,57,Postpayé Standard,5,5.0,5,5,5,8,0
648,60,Homme,11,Postpayé Standard,3,2.0,4,3,3,6,0
649,60,Femme,52,Postpayé Standard,5,4.0,4,4,4,9,0
650,50,Homme,73,Postpayé Premium,2,2.0,1,1,1,0,1
651,50,Femme,86,Prépayé Basic,4,4.0,3,3,3,5,0
652,63,Femme,20,Postpayé Standard,3,3.0,4,2,3,4,0
653,20,Homme,58,Postpayé Standard,3,4.0,3,4,4,9,0
654,61,Homme,53,Prépayé Plus,5,4.0,5,5,4,8,0
655,42,Femme,93,Prépayé Basic,4,3.0,5,5,4,8,0
656,47,Femme,92,Prépayé Basic,3,3.0,1,3,3,8,0
657,18,Homme,23,Postpayé Standard,4,3.0,4,4,4,7,0
658,27,Homme,82,Prépayé Basic,4,3.0,5,4,4,9,0
659,28,Homme,32,Postpayé Standard,3,4.0,2,3,3,6,1
660,30,Femme,91,Postpayé Premium,3,4.0,3,4,3,4,1
661,24,Homme,22,Prépayé Plus,3,3.0,4,3,3,4,1
662,36,Homme,91,Prépayé Basic,4,4.0,3,4,5,9,0
663,35,Homme,36,Prépayé Basic,3,3.0,2,3,3,4,0
664,57,Homme,71,Prépayé Basic,3,3.0,2,3,3,6,1
665,44,Homme,19,Postpayé Standard,3,3.0,4,3,3,6,1
666,50,Homme,64,Postpayé Premium,3,4.0,2,4,3,5,1
667,60,Femme,32,Prépayé Basic,3,4.0,3,2,4,5,0
668,56,Homme,20,Postpayé Standard,2,3.0,3,3,3,5,0
669,38,Homme,29,Prépayé Basic,3,2.0,2,2,3,6,0
670,29,Homme,90,Prépayé Plus,3,3.0,4,3,3,6,1
671,49,Femme,67,Postpayé Standard,5,4.0,5,5,5,10,0
672,26,Homme,71,Prépayé Basic,5,5.0,4,3,4,8,0
673,33,Femme,95,Prépayé Basic,5,4.0,4,3,4,9,0
674,20,Homme,11,Postpayé Standard,3,4.0,3,3,4,10,0
675,26,Femme,65,Prépayé Basic,3,3.0,3,5,4,6,0
676,28,Homme,28,Prépayé Basic,3,2.0,3,3,2,3,1
677,26,Homme,36,Postpayé Standard,1,4.0,3,4,3,6,0
678,42,Femme,32,Postpayé Standard,4,4.0,4,4,4,9,0
679,49,Femme,39,Postpayé Premium,4,4.0,5,5,5,8,0
680,64,Femme,15,Postpayé Premium,2,3.0,4,2,3,6,0
681,57,Femme,88,Postpayé Premium,3,5.0,3,2,3,6,0
682,34,Homme,72,Prépayé Plus,2,1.0,2,2,2,3,1
683,20,Femme,83,Prépayé Plus,3,4.0,4,4,4,7,0
684,33,Femme,76,Prépayé Basic,3,5.0,5,4,4,7,0
685,19,Femme,38,Prépayé Basic,2,4.0,3,1,3,4,0
686,64,Femme,66,Prépayé Basic,2,2.0,2,3,2,3,1
687,52,Homme,73,Prépayé Basic,4,3.0,5,4,4,8,0
688,60,Femme,1,Postpayé Standard,3,3.0,3,3,3,5,0
689,28,Homme,95,Prépayé Plus,2,3.0,3,2,3,7,1
690,18,Homme,45,Prépayé Plus,3,4.0,3,3,3,6,0
691,53,Homme,45,Postpayé Premium,5,4.0,5,5,5,10,0
692,37,Homme,69,Postpayé Premium,4,4.0,5,5,5,10,0
693,43,Homme,78,Prépayé Basic,3,2.0,3,2,3,4,1
694,50,Homme,75,Postpayé Standard,2,4.0,3,3,3,5,0
695,46,Homme,79,Postpayé Standard,3,4.0,3,4,4,6,0
696,50,Femme,22,Prépayé Basic,5,3.0,4,4,5,10,0
697,58,Femme,9,Postpayé Standard,4,4.0,5,4,4,7,0
698,58,Femme,42,Prépayé Plus,2,3.0,2,4,3,6,0
699,64,Femme,14,Postpayé Standard,4,3.0,3,5,4,5,0
700,29,Homme,53,Postpayé Standard,3,1.0,3,3,2,3,1
701,64,Femme,82,Prépayé Plus,5,3.0,2,4,4,9,0
702,55,Homme,41,Prépayé Plus,3,4.0,4,3,3,4,0
703,44,Femme,86,Prépayé Basic,5,4.0,5,4,5,8,0
704,62,Femme,54,Prépayé Basic,4,3.0,2,3,3,5,1
705,52,Homme,42,Postpayé Premium,2,3.0,2,3,3,6,0
706,59,Femme,67,Prépayé Plus,5,5.0,4,5,5,8,0
707,45,Femme,47,Postpayé Standard,3,3.0,3,2,3,6,0
708,37,Homme,25,Postpayé Premium,3,3.0,2,3,3,5,0
709,27,Homme,83,Postpayé Standard,4,3.0,3,5,4,6,0
710,31,Femme,35,Prépayé Basic,4,4.0,2,3,3,5,1
711,28,Femme,52,Prépayé Basic,3,3.0,3,2,3,6,0
712,64,Homme,47,Postpayé Premium,3,1.0,3,2,2,1,1
713,32,Femme,78,Prépayé Basic,3,3.0,3,3,3,6,0
714,58,Femme,85,Prépayé Basic,1,1.0,2,1,1,1,1
715,19,Homme,55,Prépayé Plus,4,4.0,4,4,4,9,0
716,62,Homme,88,Prépayé Basic,5,5.0,4,5,5,10,0
717,50,Femme,48,Postpayé Standard,4,3.0,4,4,4,8,0
718,28,Homme,56,Prépayé Plus,4,4.0,4,3,4,10,0
719,42,Femme,94,Postpayé Standard,3,4.0,4,3,3,5,0
720,56,Homme,10,Postpayé Premium,4,4.0,5,4,4,7,0
721,30,Femme,40,Postpayé Standard,3,4.0,4,4,4,6,0
722,41,Femme,78,Postpayé Premium,4,4.0,5,3,4,5,0
723,59,Femme,43,Prépayé Plus,3,1.0,3,2,2,3,1
724,33,Femme,35,Prépayé Basic,3,3.0,2,2,3,7,0
725,54,Femme,13,Prépayé Basic,5,3.0,4,4,4,8,0
726,47,Homme,69,Postpayé Premium,2,3.0,2,3,2,4,1
727,40,Femme,27,Prépayé Basic,3,2.0,2,3,3,5,0
728,55,Homme,33,Prépayé Basic,4,5.0,4,5,4,6,0
729,20,Homme,89,Postpayé Premium,3,2.0,4,3,3,7,0
730,36,Femme,8,Prépayé Basic,1,3.0,2,3,2,4,1
731,42,Homme,69,Prépayé Basic,2,3.0,2,3,2,1,1
732,35,Homme,43,Prépayé Basic,3,3.0,5,3,4,6,0
733,50,Homme,10,Postpayé Standard,4,3.0,4,2,4,6,0
734,44,Femme,64,Prépayé Basic,5,5.0,5,5,5,7,0
735,52,Femme,19,Prépayé Basic,1,3.0,2,2,2,5,1
736,22,Homme,53,Prépayé Basic,3,3.0,4,3,3,6,0
737,64,Femme,91,Prépayé Basic,3,5.0,4,4,3,7,0
738,20,Homme,79,Prépayé Basic,1,2.0,2,1,2,3,1
739,33,Femme,35,Postpayé Standard,4,4.0,4,4,4,7,0
740,38,Femme,38,Postpayé Premium,3,2.0,3,1,3,8,0
741,25,Homme,1,Prépayé Plus,5,4.0,4,3,4,7,0
742,18,Homme,94,Prépayé Basic,3,3.0,3,2,3,5,0
743,39,Homme,46,Postpayé Standard,2,4.0,5,3,4,8,0
744,47,Femme,6,Prépayé Plus,2,2.0,3,2,2,5,1
745,25,Homme,76,Postpayé Standard,2,1.0,3,3,2,3,1
746,40,Homme,35,Postpayé Premium,4,4.0,4,4,4,7,0
747,55,Femme,61,Prépayé Plus,4,3.0,5,3,4,8,0
748,50,Femme,23,Prépayé Plus,3,3.0,3,4,3,4,0
749,18,Femme,93,Postpayé Premium,2,4.0,4,3,3,6,1
750,59,Femme,26,Prépayé Basic,5,4.0,3,4,4,9,0
751,18,Femme,2,Prépayé Plus,2,3.0,3,3,2,3,1
752,19,Homme,5,Prépayé Basic,2,1.0,1,1,1,2,1
753,55,Homme,11,Prépayé Plus,5,4.0,2,3,3,6,0
754,62,Femme,92,Prépayé Plus,2,2.0,2,2,2,6,1
755,24,Homme,83,Prépayé Basic,2,2.0,3,2,2,6,1
756,38,Femme,83,Postpayé Premium,4,5.0,4,3,4,8,0
757,21,Homme,92,Postpayé Premium,3,2.0,2,3,2,0,1
758,39,Femme,71,Prépayé Basic,4,3.0,3,3,3,5,0
759,18,Homme,29,Postpayé Standard,4,5.0,4,4,4,8,0
760,55,Homme,35,Postpayé Standard,2,3.0,3,1,2,2,1
761,44,Homme,80,Prépayé Plus,2,2.0,2,2,2,6,1
762,64,Femme,1,Prépayé Basic,4,5.0,4,4,4,9,0
763,44,Femme,54,Prépayé Plus,3,3.0,5,3,4,5,0
764,54,Femme,10,Prépayé Basic,4,3.0,4,5,4,7,0
765,38,Femme,3,Prépayé Plus,5,4.0,4,4,4,6,0
766,36,Homme,23,Postpayé Premium,4,4.0,3,4,4,7,0
767,52,Homme,77,Prépayé Plus,3,3.0,3,3,3,4,1
768,61,Homme,81,Postpayé Premium,3,4.0,4,5,4,5,0
769,25,Homme,18,Prépayé Basic,3,,4,5,4,8,0
770,59,Femme,54,Prépayé Basic,5,3.0,4,4,4,10,0
771,31,Homme,95,Prépayé Plus,5,5.0,5,4,5,9,0
772,30,Femme,35,Prépayé Basic,4,5.0,5,5,5,9,0
773,26,Homme,22,Prépayé Plus,2,2.0,3,2,2,3,1
774,37,Femme,24,Prépayé Basic,3,3.0,3,3,3,7,0
775,59,Femme,64,Postpayé Standard,3,3.0,3,3,4,8,0
776,19,Femme,59,Postpayé Standard,2,3.0,3,2,2,5,1
777,62,Homme,27,Postpayé Premium,4,4.0,3,3,4,7,0
778,55,Homme,38,Prépayé Plus,5,4.0,5,5,5,8,0
779,22,Homme,2,Postpayé Standard,3,3.0,2,3,3,4,1
780,28,Femme,73,Postpayé Standard,1,2.0,2,1,2,4,1
781,63,Femme,61,Prépayé Plus,3,3.0,3,3,3,5,0
782,45,Homme,3,Postpayé Standard,3,3.0,3,3,3,5,1
783,38,Homme,9,Postpayé Premium,5,5.0,4,5,5,10,0
784,24,Homme,39,Postpayé Standard,2,2.0,1,1,1,3,1
785,37,Homme,34,Prépayé Plus,1,2.0,3,2,2,3,1
786,18,Femme,84,Postpayé Standard,2,1.0,1,2,2,3,1
787,50,Homme,17,Postpayé Premium,2,2.0,3,3,3,5,1
788,29,Femme,60,Prépayé Basic,3,3.0,2,2,3,5,0
789,32,Homme,87,Postpayé Standard,3,1.0,2,1,2,3,1
790,24,Homme,89,Postpayé Standard,3,3.0,2,1,3,5,1
791,57,Homme,82,Postpayé Standard,3,4.0,4,2,3,6,0
792,54,Femme,5,Postpayé Standard,3,2.0,4,4,3,4,0
793,52,Femme,95,Prépayé Basic,2,3.0,3,4,3,5,0
794,26,Femme,59,Postpayé Standard,5,5.0,5,5,5,8,0
